Name;Age;Nat;Team;Game Played;Goal;Assist;Points;Plus Minus;Position1;Salary;TOI.GP;PIM;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;sDist;SA;Grit;iBLK;BLK.;iSCF;SF;SH.;SCA;FO.;X.FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL
Joe Pavelski;32;USA;S.J;81;29;39;68;11;C;6000000;19.1;34;2;1;3;3;7;0;13;23;18;36;19;25;5;107;25.9;633;237;73;0.057;123;880;0.108;176;0.525;0.517;133;107;130;110;186;190
Tanner Pearson;24;CAN;L.A;80;24;20;44;5;LW;1550000;16.3;13;2;1;4;4;3;0;10;16;2;17;37;8;1;106;29.6;517;169;31;0.031;88;774;0.093;166;0.417;0.017;1;1;2;1;7;12
Matthew Peca;23;CAN;T.B;10;1;1;2;-3;C;925000;11.4;2;0;0;0;0;0;0;1;0;0;1;1;1;0;6;24.9;54;13;2;0.022;3;45;0.044;11;0.444;0.742;8;10;13;17;11;13
Adam Pelech;22;CAN;NYI;44;3;7;10;-5;D;925000;16.8;6;0;0;0;0;1;0;2;2;0;12;2;1;0;23;58.7;386;147;68;0.094;1;316;0.085;117;0;0;0;0;0;0;0;0
Brendan Perlini;20;GBR;ARI;57;14;7;21;-4;LW;925000;14.8;20;0;0;1;0;1;0;12;9;0;2;6;6;0;69;26.6;417;77;15;0.019;37;387;0.085;132;0.5;0.003;0;0;1;0;0;1
Mathieu Perreault;28;CAN;WPG;65;13;32;45;-11;C;3000000;16.2;30;2;1;2;2;1;0;5;12;8;18;19;5;0;72;27.8;468;153;26;0.032;67;644;0.113;140;0.513;0.179;29;26;29;28;39;38
David Perron;28;CAN;STL;82;18;28;46;-2;LW;3750000;17.3;54;3;0;0;1;3;1;10;17;3;14;10;8;2;97;28.1;585;169;28;0.025;49;690;0.103;173;0.485;0.05;6;7;5;9;21;18
Corey Perry;31;CAN;ANA;82;19;34;53;2;RW;10000000;17.7;76;2;0;2;1;2;0;12;12;2;36;26;32;4;103;24.8;598;194;35;0.03;118;781;0.095;169;0.35;0.015;1;1;0;0;6;12
Brett Pesce;22;USA;CAR;82;2;18;20;23;D;792500;21.1;20;0;1;1;0;0;0;0;0;2;33;28;0;0;45;51.4;753;225;148;0.099;4;811;0.1;243;0;0;0;0;0;0;0;0
Nic Petan;21;CAN;WPG;54;1;12;13;-13;LW;750000;10.8;12;0;0;0;1;0;0;0;3;0;6;10;3;1;34;27.1;233;34;10;0.024;31;274;0.084;55;0.46;0.671;39;42;59;77;47;51
Alex Petrovic;24;CAN;FLA;49;1;13;14;-1;D;1200000;18.1;79;0;0;0;0;0;0;1;1;0;31;6;0;0;17;53.6;469;243;55;0.068;0;441;0.079;144;0;0;0;0;0;0;0;0
Jeff Petry;29;USA;MTL;80;8;20;28;3;D;7000000;22.1;22;0;0;3;0;2;0;3;5;0;70;21;5;0;71;50.2;856;338;145;0.095;15;911;0.087;257;0;0;0;0;0;0;0;0
Dion Phaneuf;31;CAN;OTT;81;9;21;30;-6;D;7500000;23;100;0;0;4;2;1;0;2;11;0;72;15;4;0;54;49.6;971;390;156;0.082;23;914;0.088;290;0;0;0;0;0;0;0;0
Blake Pietila;23;USA;N.J;10;0;1;1;-5;LW;675000;12.2;4;0;0;0;0;0;0;0;3;0;0;3;0;0;3;30.3;61;25;5;0.03;4;43;0.047;25;0.511;0.455;6;9;8;7;9;6
Alex Pietrangelo;26;CAN;STL;80;14;34;48;3;D;7000000;25.2;24;1;0;3;1;1;0;8;5;0;61;19;1;1;94;50.3;1008;220;158;0.085;13;982;0.107;271;0;0.001;0;0;0;1;0;0
Brandon Pirri;25;CAN;NYR;60;8;10;18;-8;RW;1100000;12.3;25;0;0;1;2;0;0;5;2;0;25;12;2;0;55;36.1;318;87;20;0.035;35;422;0.095;94;0.576;0.371;40;25;48;32;52;46
Tyler Pitlick;25;USA;EDM;31;8;3;11;0;RW;725000;9.9;6;1;0;0;1;1;1;4;10;1;2;13;2;1;25;29.1;143;89;13;0.048;17;136;0.096;48;0.533;0.052;1;0;3;0;4;7
Tomas Plekanec;34;CZE;MTL;78;10;18;28;10;C;7000000;16.8;24;3;0;1;1;0;0;5;15;0;21;22;6;4;71;27.3;677;126;45;0.036;50;639;0.075;211;0.512;0.901;277;293;254;220;161;147
Brayden Point;20;CAN;T.B;68;18;22;40;4;C;667500;17.1;14;1;0;0;1;6;0;10;18;1;2;16;16;0;69;24.4;515;84;31;0.034;67;639;0.114;122;0.447;0.488;50;75;87;112;101;107
Roman Polak;30;CZE;TOR;75;4;7;11;10;D;2250000;17.9;65;0;0;4;0;0;0;0;2;0;26;23;0;0;13;56.5;781;433;133;0.086;3;577;0.076;255;0;0.001;0;1;0;0;0;0
Jason Pominville;34;USA;MIN;78;13;34;47;2;RW;6250000;14.2;4;0;0;2;1;1;0;9;10;2;60;24;6;2;72;36.6;520;86;38;0.04;41;634;0.095;114;0.5;0.07;1;1;1;5;37;33
Kevin Porter;30;USA;PIT;2;0;0;0;-1;C;575000;11.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;1;0.048;0;6;0;7;0.368;0.905;5;4;1;5;1;3
Paul Postma;27;CAN;WPG;65;1;13;14;3;D;925000;10.8;15;0;0;1;0;0;0;0;1;0;17;2;0;0;30;49;364;94;42;0.062;5;341;0.079;96;0;0;0;0;0;0;0;0
Andrew Poturalski;22;USA;CAR;2;0;0;0;-3;C;792500;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;18;2;1;0.031;0;7;0;12;0.5;1;2;6;5;4;5;2
Benoit Pouliot;30;CAN;EDM;67;8;6;14;-5;LW;4000000;14.1;34;0;1;0;1;2;0;4;8;1;6;23;13;0;26;28.2;458;112;39;0.044;23;448;0.06;146;0.25;0.031;0;3;1;3;6;15
Derrick Pouliot;22;CAN;PIT;11;0;0;0;-4;D;832500;14.9;4;0;0;0;0;0;0;0;0;0;3;4;0;0;4;46.3;95;26;8;0.05;0;74;0.054;39;0;0;0;0;0;0;0;0
Shane Prince;24;USA;NYI;50;5;13;18;-9;LW;800000;13;18;0;0;0;2;0;0;3;7;0;5;9;4;1;45;27.1;327;66;12;0.019;26;318;0.079;92;0.571;0.013;0;0;1;0;3;3
Nate Prosser;30;USA;MIN;39;2;5;7;0;D;650000;12.7;12;0;0;0;0;0;0;2;1;1;9;2;0;0;7;49.8;246;106;64;0.125;0;219;0.091;51;0;0;0;0;0;0;0;0
Dalton Prout;26;CAN;CBJ;29;0;6;6;-1;D;1250000;13.8;44;0;0;0;0;0;0;0;0;0;5;6;0;0;2;57;192;114;24;0.07;0;161;0.118;64;0;0;0;0;0;0;0;0
Ivan Provorov;19;RUS;PHI;82;6;24;30;-7;D;925000;21.9;34;0;0;1;0;0;0;5;5;0;33;39;1;0;83;52.8;831;311;166;0.098;10;800;0.071;249;0;0;0;0;0;0;0;0
Matt Puempel;23;CAN;NYR;40;6;3;9;-11;LW;900000;9.6;11;0;0;0;2;1;0;3;8;0;1;8;3;0;24;29;152;52;12;0.036;23;179;0.061;43;0;0.003;0;1;0;0;0;0
Jesse Puljujarvi;18;FIN;EDM;28;1;7;8;5;RW;925000;11.3;10;0;0;0;1;0;0;0;0;0;3;14;2;1;21;39.8;134;31;10;0.042;12;163;0.074;35;0;0.004;0;1;0;0;0;0
Teemu Pulkkinen;24;FIN;ARI;13;2;0;2;-2;LW;812500;9.5;6;0;1;0;0;0;0;1;1;1;2;1;0;0;5;25.2;62;13;3;0.026;6;52;0.115;20;0;0.01;0;1;0;0;0;0
Ryan Pulock;22;CAN;NYI;1;0;0;0;1;D;832500;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0.2;0;2;0.5;0;0;0;0;0;0;0;0;0
Teddy Purcell;31;CAN;L.A;12;0;2;2;0;LW;1600000;12.9;0;0;0;0;0;0;0;0;1;0;2;3;0;0;4;39.8;76;9;2;0.014;1;69;0.058;29;1;0.019;0;0;0;0;3;0
Tom Pyatt;29;CAN;OTT;82;9;14;23;9;LW;800000;15.6;16;2;0;0;1;3;0;3;20;1;6;10;6;4;48;25;670;151;89;0.062;46;504;0.073;190;0.429;0.036;4;2;9;9;8;17
Mark Pysyk;24;CAN;FLA;82;4;13;17;0;D;1250000;18.5;10;0;0;1;0;1;0;2;1;1;32;13;1;0;38;45.7;838;181;99;0.07;5;638;0.077;236;0;0.001;0;1;0;0;0;0
John Quenneville;20;CAN;N.J;12;1;3;4;1;C;842500;13.3;2;0;0;0;1;0;0;0;0;0;3;9;1;0;8;34.2;59;24;7;0.056;6;70;0.086;20;0;0;0;0;0;0;0;0
Kyle Quincey;31;CAN;CBJ;73;6;9;15;4;D;1250000;17.8;51;0;0;3;2;0;0;1;3;0;51;11;0;0;14;49.5;711;246;97;0.074;4;566;0.076;219;0;0;0;0;0;0;0;0
Alan Quine;23;CAN;NYI;61;5;13;18;-2;C;575000;12.5;8;1;0;1;1;0;0;2;5;2;4;16;9;1;45;28.5;442;114;29;0.035;31;397;0.091;124;0.48;0.796;82;104;107;104;75;78
Alex Radulov;30;RUS;MTL;76;18;36;54;10;RW;5750000;18.3;62;4;0;0;3;0;0;10;29;0;2;14;8;1;93;26.2;602;179;41;0.038;70;784;0.11;173;0.5;0.009;0;1;2;2;4;3
Michael Raffl;28;AUT;PHI;52;8;3;11;-7;LW;2350000;13.3;20;2;0;1;2;1;1;1;5;5;3;15;5;2;28;21.7;324;135;22;0.036;40;348;0.055;89;0.3;0.014;0;1;2;0;1;6
Rickard Rakell;23;SWE;ANA;71;33;18;51;10;C;3800000;17.4;12;3;0;5;2;6;0;17;11;3;24;22;16;4;97;26.2;494;125;32;0.033;86;612;0.113;127;0.422;0.144;16;17;23;29;23;39
Mikko Rantanen;20;FIN;COL;75;20;18;38;-25;RW;925000;18;22;0;0;4;3;2;0;11;19;2;14;18;7;6;67;25.3;690;84;33;0.028;52;778;0.086;188;0.58;0.035;2;1;1;2;26;18
Victor Rask;23;SWE;CAR;82;16;29;45;-10;C;4000000;17.2;16;0;1;1;7;0;0;7;12;4;24;59;3;0;84;36.9;660;92;33;0.027;53;789;0.085;218;0.498;0.704;89;136;175;154;193;171
Dennis Rasmussen;26;SWE;CHI;68;4;4;8;-4;C;575000;11.8;12;1;0;0;1;0;0;2;11;1;3;4;5;2;51;29.8;440;122;49;0.057;21;338;0.053;134;0.446;0.448;63;96;57;53;45;56
Ty Rattie;23;CAN;CAR;9;0;2;2;-2;RW;650000;10.7;0;0;0;0;0;0;0;0;0;0;1;3;2;0;4;33.5;48;14;4;0.044;1;48;0.042;16;0;0;0;0;0;0;0;0
Kyle Rau;24;USA;FLA;24;2;1;3;-3;C;925000;9.6;4;0;0;0;1;0;0;1;1;0;5;7;0;1;7;30.5;113;31;3;0.015;5;94;0.053;31;0.667;0.015;0;0;1;0;1;1
Mason Raymond;31;CAN;ANA;4;0;0;0;-2;LW;NA;8.9;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;54.3;20;3;0;0;0;22;0;4;0;0.038;0;1;0;0;0;0
Matt Read;30;CAN;PHI;63;10;9;19;3;RW;4000000;13.8;8;1;1;1;0;1;0;6;8;2;6;22;9;0;45;30.6;372;135;32;0.043;36;412;0.068;120;0.333;0.021;0;0;1;2;4;8
Ryan Reaves;29;CAN;STL;80;7;6;13;4;RW;1125000;8.9;104;0;0;0;0;2;0;5;7;3;6;2;10;0;30;25.2;328;375;26;0.042;27;304;0.086;70;0;0.009;0;3;0;1;0;1
Zach Redmond;28;USA;MTL;16;0;5;5;6;D;575000;12.3;2;0;0;0;0;0;0;0;0;0;4;0;0;0;8;57.4;70;40;13;0.093;0;98;0.122;16;0;0;0;0;0;0;0;0
Mike Reilly;23;USA;MIN;17;1;0;1;1;D;925000;12.4;2;0;0;1;0;0;0;0;1;0;5;1;0;0;12;50.6;104;12;8;0.043;0;123;0.073;11;0;0;0;0;0;0;0;0
Sam Reinhart;21;CAN;BUF;79;17;30;47;-11;C;925000;17.2;8;1;1;0;2;3;0;10;16;5;1;20;19;0;117;22;618;69;40;0.035;100;840;0.098;142;0.41;0.154;18;36;44;39;24;49
Borna Rendulic;24;HRV;VAN;1;0;0;0;0;RW;575000;4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
Dan Renouf;22;CAN;DET;1;0;0;0;0;D;692500;9.1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;58;NA;3;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0
Mike Ribeiro;36;CAN;NSH;46;4;21;25;-5;C;3500000;16;14;0;0;1;1;1;0;1;0;0;10;4;6;0;18;28.9;NA;53;6;0.01;NA;NA;0.085;NA;0.412;0.725;22;27;70;106;91;128
Tanner Richard;23;CAN;T.B;3;0;0;0;-2;C;575000;12.7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41;NA;10;2;0.077;NA;NA;0;NA;0.433;0.968;2;7;6;7;5;3
Brad Richardson;31;CAN;ARI;16;5;4;9;-1;RW;2250000;15.3;15;1;0;0;0;0;0;4;1;0;1;1;1;0;21;30.7;NA;42;7;0.025;NA;NA;0.104;NA;0.526;0.849;61;60;46;42;14;7
Tobias Rieder;23;DEU;ARI;80;16;18;34;-8;RW;2000000;17.3;6;1;0;1;1;0;0;13;23;0;11;14;8;2;97;30.8;NA;68;38;0.025;NA;NA;0.069;NA;0.308;0.009;3;5;0;1;1;3
Morgan Rielly;22;CAN;TOR;76;6;21;27;-20;D;5000000;22.1;21;0;0;0;2;0;0;3;3;0;16;81;2;0;68;51.6;NA;188;120;0.067;NA;NA;0.079;NA;0;0;0;0;0;0;0;0
Rasmus Ristolainen;22;FIN;BUF;79;6;39;45;-9;D;5400000;26.4;58;1;0;2;1;1;0;1;8;1;63;20;2;3;89;52.9;NA;416;161;0.071;NA;NA;0.094;NA;0;0;0;0;0;0;0;0
Brett Ritchie;23;CAN;DAL;78;16;8;24;11;RW;875000;12.9;38;2;0;0;0;2;0;12;23;0;5;21;11;4;103;28.2;NA;216;23;0.027;NA;NA;0.079;NA;0.5;0.002;0;0;0;0;1;1
Nick Ritchie;21;CAN;ANA;77;14;14;28;4;LW;925000;13;62;2;0;0;2;2;1;7;23;1;4;12;10;6;93;26;NA;335;24;0.027;NA;NA;0.072;NA;0.5;0.009;0;0;1;1;3;3
Buddy Robinson;25;USA;OTT;4;0;0;0;0;RW;750000;6.9;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;12;NA;11;0;0;NA;NA;0;NA;0;0;0;0;0;0;0;0
Anton Rodin;26;SWE;VAN;3;0;1;1;1;RW;950000;8.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33.5;NA;1;1;0.043;NA;NA;0.143;NA;0;0;0;0;0;0;0;0
Evan Rodrigues;23;CAN;BUF;30;4;2;6;-7;LW;842500;12.9;4;0;0;0;1;0;0;3;3;0;7;9;0;1;31;37.7;NA;28;12;0.032;NA;NA;0.047;NA;0.416;0.794;27;37;37;53;40;56
Kevin Rooney;23;USA;N.J;4;0;0;0;-3;C;625000;10.2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;47.5;NA;9;1;0.029;NA;NA;0;NA;0.37;0.964;1;7;7;7;2;3
Jack Roslovic;19;USA;WPG;1;0;0;0;-1;C;NA;8.4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;32;NA;1;1;0.077;NA;NA;0;NA;0.167;0.857;0;0;0;3;1;2
Antoine Roussel;27;FRA;DAL;60;12;15;27;1;LW;2200000;15.5;115;2;0;0;1;2;0;7;11;1;4;10;5;4;47;27.9;NA;238;45;0.05;NA;NA;0.098;NA;0.438;0.015;2;1;1;4;4;4
Carter Rowney;27;CAN;PIT;27;3;4;7;2;RW;575000;11;4;0;0;0;1;1;0;1;3;0;2;1;4;0;14;20.5;NA;83;15;0.053;NA;NA;0.079;NA;0.48;0.753;30;39;37;33;28;31
Michal Rozsival;38;CZE;CHI;22;1;2;3;-3;D;600000;15.5;14;0;0;0;0;0;0;1;1;0;8;0;0;0;7;50.4;NA;86;25;0.079;NA;NA;0.048;NA;0;0;0;0;0;0;0;0
Chad Ruhwedel;26;USA;PIT;34;2;8;10;9;D;575000;17.3;8;0;0;0;1;0;0;1;1;0;6;10;1;0;27;46.1;NA;70;26;0.046;NA;NA;0.102;NA;0;0;0;0;0;0;0;0
Kris Russell;29;CAN;EDM;68;1;12;13;5;D;3100000;21.2;23;0;0;1;0;0;0;0;1;0;21;18;0;0;28;48.1;NA;304;213;0.139;NA;NA;0.075;NA;0;0;0;0;0;0;0;0
Robbie Russo;23;USA;DET;19;0;0;0;2;D;692500;15.7;2;0;0;0;0;0;0;0;0;0;4;5;1;0;8;60.4;NA;39;13;0.043;NA;NA;0.063;NA;0;0;0;0;0;0;0;0
Bryan Rust;24;USA;PIT;57;15;13;28;4;RW;620000;13.6;8;6;1;0;1;1;0;6;21;1;9;13;7;7;52;25.1;NA;138;29;0.038;NA;NA;0.098;NA;0.4;0.006;1;1;1;0;0;2
Bobby Ryan;29;USA;OTT;62;13;12;25;-3;RW;7000000;15.5;24;1;1;1;2;3;0;5;13;4;5;17;7;8;57;29;NA;169;36;0.043;NA;NA;0.093;NA;0.667;0.009;1;0;3;1;2;2
Derek Ryan;30;USA;CAR;67;11;18;29;-8;C;600000;14.8;22;1;0;0;0;1;0;9;6;1;1;20;5;0;40;25.2;NA;92;37;0.045;NA;NA;0.083;NA;0.553;0.754;93;88;110;84;188;144
Brandon Saad;24;USA;CBJ;82;24;29;53;23;LW;5750000;17;8;1;2;0;10;2;0;9;36;4;8;57;7;0;98;28.8;NA;58;26;0.024;NA;NA;0.09;NA;0.444;0.007;1;2;2;1;1;2
Miikka Salomaki;23;FIN;NSH;5;0;0;0;-1;RW;575000;12.2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;28.7;NA;25;9;0.129;NA;NA;0.059;NA;0;0;0;0;0;0;0;0
Zach Sanford;22;USA;STL;39;4;4;8;2;LW;875000;10.8;10;0;0;0;2;0;0;2;5;0;1;8;3;0;19;26.6;NA;52;20;0.052;NA;NA;0.071;NA;0.436;0.109;3;5;4;4;10;13
Steven Santini;21;USA;N.J;38;2;5;7;-6;D;925000;15.9;14;0;0;0;1;1;0;0;1;1;14;16;1;0;13;50;NA;132;35;0.063;NA;NA;0.068;NA;0;0;0;0;0;0;0;0
David Savard;26;CAN;CBJ;74;6;17;23;33;D;3500000;21.8;44;0;0;0;3;0;0;3;8;0;27;40;0;0;60;46.5;NA;297;126;0.076;NA;NA;0.09;NA;0;0;0;0;0;0;0;0
Luca Sbisa;26;CHE;VAN;82;2;11;13;-1;D;3600000;18.9;40;0;0;0;1;0;0;1;2;0;14;7;0;0;52;47.9;NA;294;122;0.078;NA;NA;0.078;NA;0;0;0;0;0;0;0;0
Marco Scandella;26;CAN;MIN;71;4;9;13;-2;D;3750000;18.3;25;0;0;2;0;0;0;2;3;1;38;17;0;0;29;50.2;NA;161;85;0.065;NA;NA;0.085;NA;0;0;0;0;0;0;0;0
Colton Sceviour;27;CAN;FLA;80;9;15;24;-16;C;950000;14.6;25;1;0;0;1;0;0;7;18;1;24;34;5;9;81;31.2;NA;198;64;0.058;NA;NA;0.063;NA;0.534;0.052;12;10;6;4;13;13
Tim Schaller;26;USA;BOS;59;7;7;14;-6;C;600000;12.3;23;2;0;0;3;0;0;2;10;2;4;12;7;8;46;27;NA;135;38;0.056;NA;NA;0.063;NA;0.491;0.089;7;10;8;6;13;13
Mark Scheifele;23;CAN;WPG;79;32;50;82;18;C;5000000;20.4;38;0;0;3;7;1;0;21;10;11;10;26;5;0;98;23.7;NA;121;34;0.025;NA;NA;0.126;NA;0.435;0.925;182;243;209;272;244;311
Brayden Schenn;25;CAN;PHI;79;25;30;55;-13;C;6000000;17.8;38;3;1;3;6;5;0;7;15;8;16;50;28;1;60;26;NA;271;42;0.036;NA;NA;0.097;NA;0.47;0.337;60;54;73;99;99;109
Luke Schenn;27;CAN;ARI;78;1;7;8;-9;D;1000000;18;85;0;0;0;0;0;0;1;0;0;32;8;1;0;53;56.5;NA;510;134;0.081;NA;NA;0.067;NA;0;0;0;0;0;0;0;0
Nikita Scherbak;21;RUS;MTL;3;1;0;1;1;RW;925000;11.4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;22.3;NA;1;1;0.026;NA;NA;0.154;NA;0;0;0;0;0;0;0;0
David Schlemko;29;CAN;S.J;62;2;16;18;4;D;2500000;16.7;14;0;0;0;0;0;0;2;7;0;30;12;1;0;68;48.7;NA;161;112;0.133;NA;NA;0.076;NA;0;0;0;0;0;0;0;0
Jordan Schmaltz;23;USA;STL;9;0;2;2;0;D;925000;14.3;4;0;0;0;0;0;0;0;0;0;1;2;0;0;2;47;NA;18;10;0.088;NA;NA;0.108;NA;0;0;0;0;0;0;0;0
Nick Schmaltz;20;USA;CHI;61;6;22;28;10;C;925000;13.3;6;0;0;0;1;0;0;5;3;2;7;6;9;0;39;32.6;NA;53;27;0.039;NA;NA;0.092;NA;0.309;0.359;8;29;32;83;44;76
Nate Schmidt;25;USA;WSH;60;3;14;17;22;D;875000;15.5;16;0;0;0;1;0;0;2;2;0;21;8;2;1;26;42.7;NA;104;37;0.047;NA;NA;0.107;NA;0;0;0;0;0;0;0;0
Cole Schneider;26;USA;BUF;4;0;1;1;2;LW;600000;7.1;0;0;0;0;0;0;0;0;2;0;1;1;0;0;2;60.2;NA;5;2;0.08;NA;NA;0.133;NA;0;0;0;0;0;0;0;0
Jordan Schroeder;26;USA;MIN;37;6;7;13;5;C;650000;9.8;0;0;2;0;0;0;0;4;1;2;1;4;0;0;29;31.5;NA;44;15;0.04;NA;NA;0.093;NA;0.475;0.123;0;6;6;4;13;11
Justin Schultz;26;CAN;PIT;78;12;39;51;27;D;1400000;20.4;34;0;0;4;4;0;0;4;4;0;61;28;2;0;60;44.1;NA;217;116;0.087;NA;NA;0.116;NA;0;0;0;0;0;0;0;0
Nick Schultz;34;CAN;PHI;28;0;4;4;1;D;2250000;15.2;10;0;0;0;0;0;0;0;1;0;14;6;0;0;4;53.4;NA;116;61;0.134;NA;NA;0.088;NA;0;0;0;0;0;0;0;0
Jaden Schwartz;24;CAN;STL;78;19;36;55;14;LW;5250000;18.9;18;3;0;0;0;4;0;12;16;4;18;18;19;2;102;26.2;NA;132;43;0.037;NA;NA;0.102;NA;0.479;0.094;13;11;16;19;38;43
Brent Seabrook;31;CAN;CHI;79;3;36;39;5;D;9000000;21.8;26;0;0;2;0;1;0;0;4;0;100;7;1;0;19;50.6;NA;284;147;0.088;NA;NA;0.092;NA;0;0.001;0;1;0;0;0;0
Daniel Sedin;36;SWE;VAN;82;15;29;44;-16;LW;7000000;18.4;32;0;0;3;3;1;0;8;14;8;30;23;8;1;132;31.6;NA;70;18;0.016;NA;NA;0.079;NA;0.5;0.004;0;2;1;1;2;0
Henrik Sedin;36;SWE;VAN;82;15;35;50;-27;C;7000000;19;28;1;2;1;1;2;0;8;14;6;9;8;8;2;52;28.6;NA;54;11;0.009;NA;NA;0.08;NA;0.49;0.816;141;150;197;220;273;265
Lukas Sedlak;23;CZE;CBJ;62;7;6;13;10;C;600000;9.7;25;4;1;0;1;0;0;1;10;3;2;12;9;4;17;22.2;NA;120;28;0.052;NA;NA;0.095;NA;0.524;0.852;94;89;75;72;63;50
Tyler Seguin;24;CAN;DAL;82;26;46;72;-15;C;6000000;18.5;22;1;1;5;4;1;1;12;15;2;85;39;9;3;148;34.4;NA;108;26;0.021;NA;NA;0.107;NA;0.51;0.475;128;128;142;137;131;120
Dennis Seidenberg;35;DEU;NYI;73;5;17;22;25;D;1000000;19.4;32;0;0;2;0;0;0;3;5;0;35;13;3;1;32;60.2;NA;332;146;0.096;NA;NA;0.101;NA;0;0;0;0;0;0;0;0
Andrej Sekera;30;SVK;EDM;80;8;27;35;14;D;6500000;21.4;18;0;0;3;2;1;0;2;7;0;51;30;1;0;39;50.1;NA;239;166;0.104;NA;NA;0.088;NA;0;0;0;0;0;0;0;0
Mikhail Sergachev;18;RUS;MTL;4;0;0;0;1;D;925000;12.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;47;NA;13;3;0.059;NA;NA;0.158;NA;0;0;0;0;0;0;0;0
Tom Sestito;29;USA;PIT;13;0;2;2;0;LW;575000;5.5;48;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35;NA;73;2;0.033;NA;NA;0.167;NA;0;0;0;0;0;0;0;0
Devin Setoguchi;29;CAN;L.A;45;4;8;12;-5;RW;575000;12.4;14;1;0;0;0;0;0;3;9;2;2;9;3;1;34;24.9;NA;77;10;0.022;NA;NA;0.067;NA;0.5;0.008;1;0;0;0;1;2
Damon Severson;22;CAN;N.J;80;3;28;31;-31;D;600000;20.2;58;0;0;0;0;0;0;3;2;0;67;31;0;0;25;48.2;NA;212;73;0.055;NA;NA;0.071;NA;0;0;0;0;0;0;0;0
Michael Sgarbossa;24;CAN;ANA;38;2;7;9;-5;C;600000;11.2;9;0;0;0;0;0;0;2;2;1;2;4;2;0;22;30.6;NA;65;16;0.048;NA;NA;0.056;NA;0.439;0.787;43;55;47;72;48;49
Patrick Sharp;35;CAN;DAL;48;8;10;18;-22;LW;5000000;15.9;31;0;0;0;1;0;1;6;11;2;17;21;5;1;89;33.3;NA;80;24;0.037;NA;NA;0.057;NA;0.475;0.08;0;3;5;8;24;21
Kevin Shattenkirk;27;USA;STL;80;13;43;56;-7;D;5200000;19.9;47;0;0;4;3;1;0;5;9;0;42;19;3;0;88;47.3;NA;231;95;0.085;NA;NA;0.109;NA;0;0;0;0;0;0;0;0
Andrew Shaw;25;CAN;MTL;68;12;17;29;4;C;5500000;15.2;110;3;0;0;0;2;1;6;20;3;7;10;7;3;77;21.5;NA;301;38;0.048;NA;NA;0.094;NA;0.546;0.437;54;53;53;52;132;94
Logan Shaw;24;CAN;ANA;55;3;7;10;3;C;660000;9.7;10;0;0;0;1;0;0;2;4;2;16;1;7;0;29;35.6;NA;90;18;0.034;NA;NA;0.092;NA;0.379;0.314;12;19;20;28;23;43
Riley Sheahan;25;CAN;DET;80;2;11;13;-29;C;2075000;13.9;14;0;0;0;1;0;0;1;21;1;10;17;4;1;55;27.1;NA;133;38;0.035;NA;NA;0.064;NA;0.506;0.447;59;86;103;83;74;61
Conor Sheary;24;USA;PIT;61;23;30;53;24;LW;667500;15.9;22;0;0;2;3;4;0;13;18;1;4;23;10;1;97;23.1;NA;74;23;0.027;NA;NA;0.111;NA;0;0;0;0;0;0;0;0
Hunter Shinkaruk;22;CAN;CGY;7;0;1;1;-3;C;832500;10.6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;4;26;NA;8;3;0.042;NA;NA;0.032;NA;0;0;0;0;0;0;0;0
Devin Shore;22;CAN;DAL;82;13;20;33;-4;C;867500;14.1;14;1;0;0;1;3;0;8;14;2;4;15;14;1;65;20.5;NA;129;71;0.068;NA;NA;0.077;NA;0.47;0.455;56;81;87;91;78;77
Drew Shore;25;USA;VAN;14;0;2;2;-3;C;600000;12;4;0;0;0;0;0;0;0;2;0;1;1;0;0;7;35.1;NA;29;3;0.019;NA;NA;0.052;NA;0.535;0.534;11;9;12;14;15;10
Nick Shore;24;USA;L.A;70;6;11;17;-2;C;600000;12.8;20;0;1;0;3;1;0;1;5;2;6;12;6;0;48;32.6;NA;100;22;0.029;NA;NA;0.066;NA;0.502;0.942;113;124;117;125;132;110
